source,url,description,concepts,,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435B1,Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities.,"[{""text"":""Event"",""relevance"":""0.972"",""dbpedia"":""http://dbpedia.org/resource/Event_(probability_theory)"",""freebase"":""http://rdf.freebase.com/ns/m.05qnw""},{""text"":""Probability theory"",""relevance"":""0.807961"",""dbpedia"":""http://dbpedia.org/resource/Probability_theory"",""freebase"":""http://rdf.freebase.com/ns/m.05w1q"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv5lVjZwpEbGdrcN5Y29ycA""},{""text"":""Probability space"",""relevance"":""0.73061"",""dbpedia"":""http://dbpedia.org/resource/Probability_space"",""freebase"":""http://rdf.freebase.com/ns/m.0bw52""},{""text"":""Conditional probability"",""relevance"":""0.710762"",""dbpedia"":""http://dbpedia.org/resource/Conditional_probability"",""freebase"":""http://rdf.freebase.com/ns/m.01rd7""},{""text"":""Frequency distribution"",""relevance"":""0.676304"",""dbpedia"":""http://dbpedia.org/resource/Frequency_distribution"",""freebase"":""http://rdf.freebase.com/ns/m.01h299""},{""text"":""Probability"",""relevance"":""0.622442"",""dbpedia"":""http://dbpedia.org/resource/Probability"",""freebase"":""http://rdf.freebase.com/ns/m.05qhc""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435B0,"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.","[{""text"":""Event"",""relevance"":""0.9477"",""dbpedia"":""http://dbpedia.org/resource/Event_(probability_theory)"",""freebase"":""http://rdf.freebase.com/ns/m.05qnw""},{""text"":""Conditional probability"",""relevance"":""0.919997"",""dbpedia"":""http://dbpedia.org/resource/Conditional_probability"",""freebase"":""http://rdf.freebase.com/ns/m.01rd7""},{""text"":""Probability"",""relevance"":""0.883718"",""dbpedia"":""http://dbpedia.org/resource/Probability"",""freebase"":""http://rdf.freebase.com/ns/m.05qhc""},{""text"":""Probability space"",""relevance"":""0.796035"",""dbpedia"":""http://dbpedia.org/resource/Probability_space"",""freebase"":""http://rdf.freebase.com/ns/m.0bw52""},{""text"":""Probability theory"",""relevance"":""0.762223"",""dbpedia"":""http://dbpedia.org/resource/Probability_theory"",""freebase"":""http://rdf.freebase.com/ns/m.05w1q"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv5lVjZwpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435B4,"Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model.","[{""text"":""Das Model"",""relevance"":""0.91136"",""dbpedia"":""http://dbpedia.org/resource/Das_Model"",""freebase"":""http://rdf.freebase.com/ns/m.09rzw1"",""yago"":""http://yago-knowledge.org/resource/Das_Model""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435B9,(+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value.,"[{""text"":""Random variable"",""relevance"":""0.959083"",""dbpedia"":""http://dbpedia.org/resource/Random_variable"",""freebase"":""http://rdf.freebase.com/ns/m.06dsl""},{""text"":""Probability theory"",""relevance"":""0.878758"",""dbpedia"":""http://dbpedia.org/resource/Probability_theory"",""freebase"":""http://rdf.freebase.com/ns/m.05w1q"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv5lVjZwpEbGdrcN5Y29ycA""},{""text"":""Probability density function"",""relevance"":""0.773275"",""dbpedia"":""http://dbpedia.org/resource/Probability_density_function"",""freebase"":""http://rdf.freebase.com/ns/m.0bxcz"",""yago"":""http://yago-knowledge.org/resource/Probability_density_function""},{""text"":""Probability space"",""relevance"":""0.739389"",""dbpedia"":""http://dbpedia.org/resource/Probability_space"",""freebase"":""http://rdf.freebase.com/ns/m.0bw52""},{""text"":""Event"",""relevance"":""0.635383"",""dbpedia"":""http://dbpedia.org/resource/Event_(probability_theory)"",""freebase"":""http://rdf.freebase.com/ns/m.05qnw""},{""text"":""Probability and statistics"",""relevance"":""0.628955"",""dbpedia"":""http://dbpedia.org/resource/Probability_and_statistics"",""freebase"":""http://rdf.freebase.com/ns/m.0dkh7""},{""text"":""Probability"",""relevance"":""0.589463"",""dbpedia"":""http://dbpedia.org/resource/Probability"",""freebase"":""http://rdf.freebase.com/ns/m.05qhc""},{""text"":""Probability distribution"",""relevance"":""0.528261"",""dbpedia"":""http://dbpedia.org/resource/Probability_distribution"",""freebase"":""http://rdf.freebase.com/ns/m.05w26""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435B6,(+) Use permutations and combinations to compute probabilities of compound events and solve problems.,"[{""text"":""Permutation"",""relevance"":""0.920839"",""dbpedia"":""http://dbpedia.org/resource/Permutation"",""freebase"":""http://rdf.freebase.com/ns/m.0c0bw""},{""text"":""Problem solving"",""relevance"":""0.915043"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""},{""text"":""Binomial coefficient"",""relevance"":""0.831414"",""dbpedia"":""http://dbpedia.org/resource/Binomial_coefficient"",""freebase"":""http://rdf.freebase.com/ns/m.01h7m"",""yago"":""http://yago-knowledge.org/resource/Binomial_coefficient""},{""text"":""Combinatorics"",""relevance"":""0.718125"",""dbpedia"":""http://dbpedia.org/resource/Combinatorics"",""freebase"":""http://rdf.freebase.com/ns/m.01lgf"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvXk4YZwpEbGdrcN5Y29ycA""},{""text"":""Combination"",""relevance"":""0.615825"",""dbpedia"":""http://dbpedia.org/resource/Combination"",""freebase"":""http://rdf.freebase.com/ns/m.01mdk""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435B7,(+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.,"[{""text"":""Probability space"",""relevance"":""0.966614"",""dbpedia"":""http://dbpedia.org/resource/Probability_space"",""freebase"":""http://rdf.freebase.com/ns/m.0bw52""},{""text"":""Random variable"",""relevance"":""0.956367"",""dbpedia"":""http://dbpedia.org/resource/Random_variable"",""freebase"":""http://rdf.freebase.com/ns/m.06dsl""},{""text"":""Event"",""relevance"":""0.825469"",""dbpedia"":""http://dbpedia.org/resource/Event_(probability_theory)"",""freebase"":""http://rdf.freebase.com/ns/m.05qnw""},{""text"":""Probability theory"",""relevance"":""0.807768"",""dbpedia"":""http://dbpedia.org/resource/Probability_theory"",""freebase"":""http://rdf.freebase.com/ns/m.05w1q"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv5lVjZwpEbGdrcN5Y29ycA""},{""text"":""Probability density function"",""relevance"":""0.673517"",""dbpedia"":""http://dbpedia.org/resource/Probability_density_function"",""freebase"":""http://rdf.freebase.com/ns/m.0bxcz"",""yago"":""http://yago-knowledge.org/resource/Probability_density_function""},{""text"":""Probability distribution"",""relevance"":""0.672332"",""dbpedia"":""http://dbpedia.org/resource/Probability_distribution"",""freebase"":""http://rdf.freebase.com/ns/m.05w26""},{""text"":""Probability and statistics"",""relevance"":""0.655962"",""dbpedia"":""http://dbpedia.org/resource/Probability_and_statistics"",""freebase"":""http://rdf.freebase.com/ns/m.0dkh7""},{""text"":""Cumulative distribution function"",""relevance"":""0.624065"",""dbpedia"":""http://dbpedia.org/resource/Cumulative_distribution_function"",""freebase"":""http://rdf.freebase.com/ns/m.01rf1""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435B8,(+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.,"[{""text"":""Random variable"",""relevance"":""0.946092"",""dbpedia"":""http://dbpedia.org/resource/Random_variable"",""freebase"":""http://rdf.freebase.com/ns/m.06dsl""},{""text"":""Probability density function"",""relevance"":""0.848845"",""dbpedia"":""http://dbpedia.org/resource/Probability_density_function"",""freebase"":""http://rdf.freebase.com/ns/m.0bxcz"",""yago"":""http://yago-knowledge.org/resource/Probability_density_function""},{""text"":""Probability theory"",""relevance"":""0.817926"",""dbpedia"":""http://dbpedia.org/resource/Probability_theory"",""freebase"":""http://rdf.freebase.com/ns/m.05w1q"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv5lVjZwpEbGdrcN5Y29ycA""},{""text"":""Arithmetic mean"",""relevance"":""0.595392"",""dbpedia"":""http://dbpedia.org/resource/Arithmetic_mean"",""freebase"":""http://rdf.freebase.com/ns/m.0hgp""},{""text"":""Probability space"",""relevance"":""0.593833"",""dbpedia"":""http://dbpedia.org/resource/Probability_space"",""freebase"":""http://rdf.freebase.com/ns/m.0bw52""},{""text"":""Probability distribution"",""relevance"":""0.579886"",""dbpedia"":""http://dbpedia.org/resource/Probability_distribution"",""freebase"":""http://rdf.freebase.com/ns/m.05w26""},{""text"":""Expected value"",""relevance"":""0.568061"",""dbpedia"":""http://dbpedia.org/resource/Expected_value"",""freebase"":""http://rdf.freebase.com/ns/m.02mnh""},{""text"":""Probability and statistics"",""relevance"":""0.565767"",""dbpedia"":""http://dbpedia.org/resource/Probability_and_statistics"",""freebase"":""http://rdf.freebase.com/ns/m.0dkh7""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435BA,(+) Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value.,"[{""text"":""Random variable"",""relevance"":""0.959083"",""dbpedia"":""http://dbpedia.org/resource/Random_variable"",""freebase"":""http://rdf.freebase.com/ns/m.06dsl""},{""text"":""Probability theory"",""relevance"":""0.878758"",""dbpedia"":""http://dbpedia.org/resource/Probability_theory"",""freebase"":""http://rdf.freebase.com/ns/m.05w1q"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv5lVjZwpEbGdrcN5Y29ycA""},{""text"":""Probability density function"",""relevance"":""0.773275"",""dbpedia"":""http://dbpedia.org/resource/Probability_density_function"",""freebase"":""http://rdf.freebase.com/ns/m.0bxcz"",""yago"":""http://yago-knowledge.org/resource/Probability_density_function""},{""text"":""Probability space"",""relevance"":""0.739389"",""dbpedia"":""http://dbpedia.org/resource/Probability_space"",""freebase"":""http://rdf.freebase.com/ns/m.0bw52""},{""text"":""Event"",""relevance"":""0.635383"",""dbpedia"":""http://dbpedia.org/resource/Event_(probability_theory)"",""freebase"":""http://rdf.freebase.com/ns/m.05qnw""},{""text"":""Probability and statistics"",""relevance"":""0.628955"",""dbpedia"":""http://dbpedia.org/resource/Probability_and_statistics"",""freebase"":""http://rdf.freebase.com/ns/m.0dkh7""},{""text"":""Probability distribution"",""relevance"":""0.528261"",""dbpedia"":""http://dbpedia.org/resource/Probability_distribution"",""freebase"":""http://rdf.freebase.com/ns/m.05w26""},{""text"":""Expected value"",""relevance"":""0.517488"",""dbpedia"":""http://dbpedia.org/resource/Expected_value"",""freebase"":""http://rdf.freebase.com/ns/m.02mnh""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435BC,"(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).","[{""text"":""Hardware random number generator"",""relevance"":""0.94772"",""dbpedia"":""http://dbpedia.org/resource/Hardware_random_number_generator"",""freebase"":""http://rdf.freebase.com/ns/m.0156k0""},{""text"":""Randomness"",""relevance"":""0.939291"",""dbpedia"":""http://dbpedia.org/resource/Randomness"",""freebase"":""http://rdf.freebase.com/ns/m.0cvmc""},{""text"":""Randomization"",""relevance"":""0.864561"",""dbpedia"":""http://dbpedia.org/resource/Randomization"",""freebase"":""http://rdf.freebase.com/ns/m.0hcvk""},{""text"":""Cumulative distribution function"",""relevance"":""0.833916"",""dbpedia"":""http://dbpedia.org/resource/Cumulative_distribution_function"",""freebase"":""http://rdf.freebase.com/ns/m.01rf1""},{""text"":""Random number generation"",""relevance"":""0.65816"",""dbpedia"":""http://dbpedia.org/resource/Random_number_generation"",""freebase"":""http://rdf.freebase.com/ns/m.07_zds""},{""text"":""Slot machine"",""relevance"":""0.6156"",""dbpedia"":""http://dbpedia.org/resource/Slot_machine"",""freebase"":""http://rdf.freebase.com/ns/m.077hz""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435BB,(+) Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.,"[{""text"":""Probability theory"",""relevance"":""0.887195"",""dbpedia"":""http://dbpedia.org/resource/Probability_theory"",""freebase"":""http://rdf.freebase.com/ns/m.05w1q"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv5lVjZwpEbGdrcN5Y29ycA""},{""text"":""Random variable"",""relevance"":""0.859078"",""dbpedia"":""http://dbpedia.org/resource/Random_variable"",""freebase"":""http://rdf.freebase.com/ns/m.06dsl""},{""text"":""Game theory"",""relevance"":""0.830668"",""dbpedia"":""http://dbpedia.org/resource/Game_theory"",""freebase"":""http://rdf.freebase.com/ns/m.034f0"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv2AehZwpEbGdrcN5Y29ycA""},{""text"":""Blaise Pascal"",""relevance"":""0.757294"",""dbpedia"":""http://dbpedia.org/resource/Blaise_Pascal"",""freebase"":""http://rdf.freebase.com/ns/m.01b0x"",""yago"":""http://yago-knowledge.org/resource/Blaise_Pascal""},{""text"":""Expected value"",""relevance"":""0.7476"",""dbpedia"":""http://dbpedia.org/resource/Expected_value"",""freebase"":""http://rdf.freebase.com/ns/m.02mnh""},{""text"":""Decision theory"",""relevance"":""0.714"",""dbpedia"":""http://dbpedia.org/resource/Decision_theory"",""freebase"":""http://rdf.freebase.com/ns/m.029frg""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN,Number & Quantity (N),"[{""text"":""Grammatical number"",""relevance"":""0.878864"",""dbpedia"":""http://dbpedia.org/resource/Grammatical_number"",""freebase"":""http://rdf.freebase.com/ns/m.0bm3p""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435BD,"(+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game).","[{""text"":""Ice hockey"",""relevance"":""0.900992"",""dbpedia"":""http://dbpedia.org/resource/Ice_hockey"",""freebase"":""http://rdf.freebase.com/ns/m.03tmr"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjzRpwpEbGdrcN5Y29ycA""},{""text"":""Game"",""relevance"":""0.7476"",""dbpedia"":""http://dbpedia.org/resource/Game"",""freebase"":""http://rdf.freebase.com/ns/m.034s7"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvkS9GZwpEbGdrcN5Y29ycA""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN201,Perform one-operation computation with whole numbers and decimals,"[{""text"":""Rational number"",""relevance"":""0.852458"",""dbpedia"":""http://dbpedia.org/resource/Rational_number"",""freebase"":""http://rdf.freebase.com/ns/m.06c7z"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjyqpwpEbGdrcN5Y29ycA""},{""text"":""Number"",""relevance"":""0.807457"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Computer"",""relevance"":""0.789537"",""dbpedia"":""http://dbpedia.org/resource/Computer"",""freebase"":""http://rdf.freebase.com/ns/m.074j35"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjXzZwpEbGdrcN5Y29ycA""},{""text"":""0"",""relevance"":""0.755269"",""dbpedia"":""http://dbpedia.org/resource/0_(number)"",""freebase"":""http://rdf.freebase.com/ns/m.089n7"",""opencyc"":""http://sw.opencyc.org/concept/Mx4r2A28ECpeQdeKe9sqeht30A"",""yago"":""http://yago-knowledge.org/resource/0_(number)""},{""text"":""Exponentiation"",""relevance"":""0.696761"",""dbpedia"":""http://dbpedia.org/resource/Exponentiation"",""freebase"":""http://rdf.freebase.com/ns/m.0pdd2""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN202,Recognize equivalent fractions and fractions in lowest terms,"[{""text"":""Fractions"",""relevance"":""0.909247"",""dbpedia"":""http://dbpedia.org/resource/Fractions""},{""text"":""Elementary arithmetic"",""relevance"":""0.880267"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Greatest common divisor"",""relevance"":""0.822435"",""dbpedia"":""http://dbpedia.org/resource/Greatest_common_divisor"",""freebase"":""http://rdf.freebase.com/ns/m.037rc""},{""text"":""Irreducible fraction"",""relevance"":""0.627417"",""dbpedia"":""http://dbpedia.org/resource/Irreducible_fraction"",""freebase"":""http://rdf.freebase.com/ns/m.03tvl"",""yago"":""http://yago-knowledge.org/resource/Irreducible_fraction""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN203,"Locate positive rational numbers (expressed as whole numbers, fractions, decimals, and mixed numbers) on the number line","[{""text"":""Real number"",""relevance"":""0.968021"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Rational number"",""relevance"":""0.828849"",""dbpedia"":""http://dbpedia.org/resource/Rational_number"",""freebase"":""http://rdf.freebase.com/ns/m.06c7z"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjyqpwpEbGdrcN5Y29ycA""},{""text"":""Number"",""relevance"":""0.790378"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Fractions"",""relevance"":""0.655059"",""dbpedia"":""http://dbpedia.org/resource/Fractions""},{""text"":""Integer"",""relevance"":""0.605989"",""dbpedia"":""http://dbpedia.org/resource/Integer"",""freebase"":""http://rdf.freebase.com/ns/m.03rv4"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVieEpwpEbGdrcN5Y29ycA""},{""text"":""Fraction"",""relevance"":""0.601465"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Egyptian fraction"",""relevance"":""0.546256"",""dbpedia"":""http://dbpedia.org/resource/Egyptian_fraction"",""freebase"":""http://rdf.freebase.com/ns/m.01xjxx""},{""text"":""Numbers"",""relevance"":""0.541412"",""dbpedia"":""http://dbpedia.org/resource/Numbers""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN303,Locate rational numbers on the number line,"[{""text"":""Real number"",""relevance"":""0.967905"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Mathematics"",""relevance"":""0.634489"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Irrational number"",""relevance"":""0.625937"",""dbpedia"":""http://dbpedia.org/resource/Irrational_number"",""freebase"":""http://rdf.freebase.com/ns/m.03tv2"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjyaZwpEbGdrcN5Y29ycA""},{""text"":""Blackboard bold"",""relevance"":""0.598547"",""dbpedia"":""http://dbpedia.org/resource/Blackboard_bold"",""freebase"":""http://rdf.freebase.com/ns/m.0b14l""},{""text"":""Decimal"",""relevance"":""0.568607"",""dbpedia"":""http://dbpedia.org/resource/Decimal"",""freebase"":""http://rdf.freebase.com/ns/m.0291n""},{""text"":""Rational number"",""relevance"":""0.5607"",""dbpedia"":""http://dbpedia.org/resource/Rational_number"",""freebase"":""http://rdf.freebase.com/ns/m.06c7z"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjyqpwpEbGdrcN5Y29ycA""},{""text"":""Number"",""relevance"":""0.54558"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Grammatical number"",""relevance"":""0.53046"",""dbpedia"":""http://dbpedia.org/resource/Grammatical_number"",""freebase"":""http://rdf.freebase.com/ns/m.0bm3p""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN302,Identify a digit's place value,"[{""text"":""Numerical digit"",""relevance"":""0.878864"",""dbpedia"":""http://dbpedia.org/resource/Numerical_digit"",""freebase"":""http://rdf.freebase.com/ns/m.01pnwl""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN301,Recognize one-digit factors of a number,[],,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN401,"Exhibit knowledge of elementary number concepts such as rounding, the ordering of decimals, pattern identification, primes, and greatest common factor","[{""text"":""Arithmetic"",""relevance"":""0.954016"",""dbpedia"":""http://dbpedia.org/resource/Arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.013sg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVil8pwpEbGdrcN5Y29ycA""},{""text"":""Number"",""relevance"":""0.762117"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Multiplicative function"",""relevance"":""0.754705"",""dbpedia"":""http://dbpedia.org/resource/Multiplicative_function"",""freebase"":""http://rdf.freebase.com/ns/m.05165""},{""text"":""Fraction"",""relevance"":""0.722299"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Mathematics"",""relevance"":""0.603792"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Elementary arithmetic"",""relevance"":""0.60302"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Integer factorization"",""relevance"":""0.58917"",""dbpedia"":""http://dbpedia.org/resource/Integer_factorization"",""freebase"":""http://rdf.freebase.com/ns/m.03zsm"",""yago"":""http://yago-knowledge.org/resource/Integer_factorization""},{""text"":""Factorization"",""relevance"":""0.55828"",""dbpedia"":""http://dbpedia.org/resource/Factorization"",""freebase"":""http://rdf.freebase.com/ns/m.0l4h0""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN402,Write positive powers of 10 by using exponents,"[{""text"":""Exponentiation"",""relevance"":""0.852766"",""dbpedia"":""http://dbpedia.org/resource/Exponentiation"",""freebase"":""http://rdf.freebase.com/ns/m.0pdd2""},{""text"":""Integer"",""relevance"":""0.81475"",""dbpedia"":""http://dbpedia.org/resource/Integer"",""freebase"":""http://rdf.freebase.com/ns/m.03rv4"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVieEpwpEbGdrcN5Y29ycA""},{""text"":""Decimal"",""relevance"":""0.775378"",""dbpedia"":""http://dbpedia.org/resource/Decimal"",""freebase"":""http://rdf.freebase.com/ns/m.0291n""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN403,"Comprehend the concept of length on the number line, and find the distance between two points","[{""text"":""Real number"",""relevance"":""0.918032"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN405,Find the distance in the coordinate plane between two points with the same x-coordinate or y-coordinate,"[{""text"":""Analytic geometry"",""relevance"":""0.9477"",""dbpedia"":""http://dbpedia.org/resource/Analytic_geometry"",""freebase"":""http://rdf.freebase.com/ns/m.0xmb""},{""text"":""Polar coordinate system"",""relevance"":""0.6318"",""dbpedia"":""http://dbpedia.org/resource/Polar_coordinate_system"",""freebase"":""http://rdf.freebase.com/ns/m.068sn"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv0y055wpEbGdrcN5Y29ycA"",""yago"":""http://yago-knowledge.org/resource/Polar_coordinate_system""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN404,Understand absolute value in terms of distance,"[{""text"":""Absolute value"",""relevance"":""0.886784"",""dbpedia"":""http://dbpedia.org/resource/Absolute_value"",""freebase"":""http://rdf.freebase.com/ns/m.0lg9""},{""text"":""Euclidean distance"",""relevance"":""0.82944"",""dbpedia"":""http://dbpedia.org/resource/Euclidean_distance"",""freebase"":""http://rdf.freebase.com/ns/m.0f3f9""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN406,Add two matrices that have whole number entries,"[{""text"":""Natural number"",""relevance"":""0.856581"",""dbpedia"":""http://dbpedia.org/resource/Natural_number"",""freebase"":""http://rdf.freebase.com/ns/m.05d2f"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVie2ZwpEbGdrcN5Y29ycA""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN501,Order fractions,[],,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN502,Find and use the least common multiple,"[{""text"":""Arithmetic"",""relevance"":""0.919843"",""dbpedia"":""http://dbpedia.org/resource/Arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.013sg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVil8pwpEbGdrcN5Y29ycA""},{""text"":""Least common multiple"",""relevance"":""0.852144"",""dbpedia"":""http://dbpedia.org/resource/Least_common_multiple"",""freebase"":""http://rdf.freebase.com/ns/m.04kgk""}]",,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN503,Work with numerical factors,[],,,,,,
ACT.CCRS.Math,http://act-standards-server.herokuapp.com/resources/SCCRS2013mathN504,Exhibit some knowledge of the complex numbers,"[{""text"":""Number"",""relevance"":""0.877583"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Complex number"",""relevance"":""0.8188"",""dbpedia"":""http://dbpedia.org/resource/Complex_number"",""freebase"":""http://rdf.freebase.com/ns/m.01rm2"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVi4CpwpEbGdrcN5Y29ycA""}]",,,,,,
